Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
00149-1;00149;0087764357;;Bollène La Croisière;84500;;;;;4.707908;44.271525;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""BLN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bollène La Croisière"", ""Alias_Libelle_Fronton"": ""Bollène la Croisière"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""BOLLENE LA CROISIERE P GARE""}";Bollène La Croisière;Bollène la Croisière;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;BOLLENE LA CROISIERE P GARE;1;BLN;44.271525,4.707908
00152-1;00152;0087764001;;Montélimar;26200;;;;;4.744792;44.559079;b;2;GARES B RHONE ALPES;;;;;;;;;;;;;;44.559079,4.744792
00156-1;00156;0087763557;;L'Argentière Les Écrins;05120;;;;;6.5564162;44.7909802;b;1;GARES C PROV ALPES;;;;;;;;;;;;;;44.7909802,6.5564162
00162-1;00162;0087763029;;Valence TGV Rhône-Alpes Sud;26958;;;;;4.978703;44.991545;a;2;GARE VALENCE TGV;;;;;;;;;;;;;;44.991545,4.978703
00163-1;00163;0087763003;;Gap;05000;;;;;6.085638;44.563693;b;2;GARES B PROV ALPES;"[{""TVS_Code"": ""GAP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Gap"", ""Alias_Libelle_Fronton"": ""Gap"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""GAP GARE""}";Gap;Gap;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;GAP GARE;1;GAP;44.563693,6.085638
00164-1;00164;0087762906;;Lyon Saint-Exupéry TGV;69125;;;;;5.074969;45.721109;a;2;GARE LYON ST EXUPERY TGV;;;;;;;;;;;;;;45.721109,5.074969
00168-1;00168;0087761783;;Crest;26400;;;;;5.0160968;44.7301546;c;1;GARES C RHONE;;;;;;;;;;;;;;44.7301546,5.0160968
00170-1;00170;0087761742;;Poliénas;38210;;;;;5.4735849;45.256006;c;1;GARES C ALPES;;;;;;;;;;;;;;45.256006,5.4735849
00175-1;00175;0087761262;;Loriol-sur-Drôme;26270;;;;;4.8171679;44.7544973;c;1;GARES C RHONE;"[{""TVS_Code"": ""LOL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Loriol-sur-Drôme"", ""Alias_Libelle_Fronton"": ""Loriol"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""LORIOL GARE""}";Loriol-sur-Drôme;Loriol;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;LORIOL GARE;1;LOL;44.7544973,4.8171679
00181-1;00181;0087761007;;Valence;26000;;;;;4.893273;44.928049;b;2;GARES B RHONE ALPES;"[{""TVS_Code"": ""VCE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Valence"", ""Alias_Libelle_Fronton"": ""Valence"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""VALENCE GARE""}";Valence;Valence;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;VALENCE GARE;1;VCE;44.928049,4.893273
00182-1;00182;0087759316;;Saint-Joseph le Castellas;13015;;;;;5.3770681;43.3518976;c;1;GARES C PROV ALPES;;;;;;;;;;;;;;43.3518976,5.3770681
00183-1;00183;0087759290;;Picon Busserine;13014;;;;;5.3927456;43.3309989;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""XPC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Picon Busserine"", ""Alias_Libelle_Fronton"": ""Picon Busserine"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""PICON BUSSERINE GARE""}";Picon Busserine;Picon Busserine;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;PICON BUSSERINE GARE;1;XPC;43.3309989,5.3927456
00201-1;00201;0087757526;;Saint-Raphaël;83700;;;;;6.769083;43.423560;a;2;GARE ST RAPHAEL VALESCURE;"[{""TVS_Code"": ""SRV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Raphaël"", ""Alias_Libelle_Fronton"": ""Saint-Raphaël Valescure"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""SAINT RAPHAEL VALESCURE GARE""}";Saint-Raphaël;Saint-Raphaël Valescure;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;SAINT RAPHAEL VALESCURE GARE;1;SRV;43.42356,6.769083
00206-1;00206;0087756874;;La Brigue;06430;;;;;7.6056235;44.0625669;c;1;GARES C COTE AZUR;;;;;;;;;;;;;;44.0625669,7.6056235
00213-1;00213;0087756791;;Peille;06440;;;;;7.3800257;43.7920239;c;1;GARES C COTE AZUR;"[{""TVS_Code"": ""PEI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Peille"", ""Alias_Libelle_Fronton"": ""Peille"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""PEILLE GARE""}";Peille;Peille;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;PEILLE GARE;1;PEI;43.7920239,7.3800257
00214-1;00214;0087756783;;Peillon Sainte-Thècle;06440;;;;;7.366807;43.767846;c;1;GARES C COTE AZUR;;;;;;;;;;;;;;43.767846,7.366807
00223-1;00223;0087756379;;Beaulieu-sur-Mer;06310;;;;;7.331545;43.706651;b;1;GARES B COTE AZUR;"[{""TVS_Code"": ""BUM""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Beaulieu-sur-Mer"", ""Alias_Libelle_Fronton"": ""Beaulieu-sur-Mer"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""BEAULIEU SUR MER GARE""}";Beaulieu-sur-Mer;Beaulieu-sur-Mer;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;BEAULIEU SUR MER GARE;1;BUM;43.706651,7.331545
00234-1;00234;0087755629;;Hyères;83400;;;;;6.124223;43.108867;b;2;GARES B PROV ALPES;;;;;;;;;;;;;;43.108867,6.124223
00237-1;00237;0087755421;;Vidauban;83550;;;;;6.4338501;43.4309416;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""VUB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vidauban"", ""Alias_Libelle_Fronton"": ""Vidauban"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""VIDAUBAN GARE""}";Vidauban;Vidauban;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;VIDAUBAN GARE;1;VUB;43.4309416,6.4338501
00245-1;00245;0087755314;;La Pauline Hyères;83400;;;;;6.0351027;43.1364769;b;1;GARES C PROV ALPES;"[{""TVS_Code"": ""LPH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Pauline Hyères"", ""Alias_Libelle_Fronton"": ""La Pauline Hyères"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""LA PAULINE HYERES GARE""}";La Pauline Hyères;La Pauline Hyères;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;LA PAULINE HYERES GARE;1;LPH;43.1364769,6.0351027
00246-1;00246;0087755306;;La Garde;83130;;;;;6.0100767;43.1187044;b;1;GARES B PROV ALPES;;;;;;;;;;;;;;43.1187044,6.0100767
00253-1;00253;0087753731;;Lamanon;13113;;;;;5.0913333;43.6999662;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""LMN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lamanon"", ""Alias_Libelle_Fronton"": ""Lamanon"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""LAMANON GARE""}";Lamanon;Lamanon;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;LAMANON GARE;1;LMN;43.6999662,5.0913333
00255-1;00255;0087753707;;Orgon;13660;;;;;5.0456738;43.7859131;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""ORG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Orgon"", ""Alias_Libelle_Fronton"": ""Orgon"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""ORGON GARE""}";Orgon;Orgon;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;ORGON GARE;1;ORG;43.7859131,5.0456738
00257-1;00257;0087753657;;Arles;13200;;;;;4.632030;43.684853;b;2;GARES B PROV ALPES;"[{""TVS_Code"": ""ARS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Arles"", ""Alias_Libelle_Fronton"": ""Arles"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""ARLES GARE""}";Arles;Arles;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;ARLES GARE;1;ARS;43.684853,4.63203
00261-1;00261;0087753558;;Sausset-les-Pins;13960;;;;;5.110001;43.332864;b;1;GARES C PROV ALPES;"[{""TVS_Code"": ""SPJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sausset-les-Pins"", ""Alias_Libelle_Fronton"": ""Sausset-les-Pins"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SAUSSET LES PINS GARE""}";Sausset-les-Pins;Sausset-les-Pins;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SAUSSET LES PINS GARE;1;SPJ;43.332864,5.110001
00271-1;00271;0087753251;;Rognac;13340;;;;;5.230666;43.486600;b;1;GARES B PROV ALPES;;;;;;;;;;;;;;43.4866,5.230666
00277-1;00277;0087751826;;Saint-Antoine;13015;;;;;5.3578102;43.3695993;c;1;GARES C PROV ALPES;;;;;;;;;;;;;;43.3695993,5.3578102
00279-1;00279;0087751784;;La Ciotat - Ceyreste;13600;;;;;5.632647;43.199593;b;1;GARES B PROV ALPES;;;;;;;;;;;;;;43.199593,5.632647
00283-1;00283;0087751719;;La Pomme;13720;;;;;5.4413152;43.2905165;c;1;GARES C PROV ALPES;;;;;;;;;;;;;;43.2905165,5.4413152
00288-1;00288;0087751529;;L'Ariane La Trinité;06340;;;;;7.3025298;43.7343716;c;1;GARES C COTE AZUR;"[{""TVS_Code"": ""ATJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""L'Ariane La Trinité"", ""Alias_Libelle_Fronton"": ""L'Ariane La Trinité"", ""AgenceGC_Libelle"": ""DRG Occitanie Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""L ARIANE HALTE""}";L'Ariane La Trinité;L'Ariane La Trinité;True;False;DRG Occitanie Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;L ARIANE HALTE;1;ATJ;43.7343716,7.3025298
00293-1;00293;;;Pertuis;84120;;;;;5.5037023;43.6845547;;;GARES C PROV ALPES;;;;;;;;;;;;;;43.6845547,5.5037023
00310-1;00310;0087747477;;Goncelin;38570;;;;;5.974136;45.341941;b;1;GARES B ALPES;;;;;;;;;;;;;;45.341941,5.974136
00313-1;00313;0087747402;;Grenoble Universités - Gières;38610;;;;;5.784740;45.184877;b;1;GARES B ALPES;;;;;;;;;;;;;;45.184877,5.78474
00314-1;00314;0087747352;;Saint-Égrève Saint-Robert;38120;;;;;5.6712687;45.2357234;c;1;GARES C ALPES;"[{""TVS_Code"": ""SEG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Égrève Saint-Robert"", ""Alias_Libelle_Fronton"": ""Saint-Égrève Saint-Robert"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""SAINT EGREVE ST ROBERT GARE""}";Saint-Égrève Saint-Robert;Saint-Égrève Saint-Robert;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;SAINT EGREVE ST ROBERT GARE;1;SEG;45.2357234,5.6712687
00319-1;00319;0087747246;;Rives;38140;;;;;5.491893;45.357535;b;1;GARES B ALPES;;;;;;;;;;;;;;45.357535,5.491893
00320-1;00320;0087747238;2012-12-31;Beaucroissant;38140;;;;;;;D;;GARES C RHONE ALPES;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Beaucroissant"", ""Alias_Libelle_Fronton"": ""Beaucroissant"", ""AgenceGC_Libelle"": null, ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Beaucroissant;Beaucroissant;True;False;;;;;1;;
00327-1;00327;0087746867;;Montroc le Planet;74660;;;;;6.9345425;45.996415;c;1;GARES C ALPES;;;;;;;;;;;;;;45.996415,6.9345425
00328-1;00328;0087746859;;Argentière;74400;;;;;6.9264844;45.9819438;c;1;GARES C RHONE;"[{""TVS_Code"": ""AGI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Argentière"", ""Alias_Libelle_Fronton"": ""Argentière"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Etablissement Mont Blanc"", ""UT_Libelle"": ""ARGENTIERE GARE""}";Argentière;Argentière;True;False;DRG AURA-BFC;REGION ALPES;UG Etablissement Mont Blanc;ARGENTIERE GARE;1;AGI;45.9819438,6.9264844
00341-1;00341;0087746701;;Chedde;74190;;;;;6.7197662;45.9263464;c;1;GARES C ALPES;;;;;;;;;;;;;;45.9263464,6.7197662
00342-1;00342;0087746511;;Reignier-Ésery;74930;;;;;6.2675466;46.1256159;c;1;GARES C ALPES;"[{""TVS_Code"": ""REI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Reignier-Ésery"", ""Alias_Libelle_Fronton"": ""Reignier"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""REIGNIER GARE""}";Reignier-Ésery;Reignier;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;REIGNIER GARE;1;REI;46.1256159,6.2675466
00346-1;00346;0087746370;;Cluses;74300;;;;;6.582663;46.061447;b;1;GARES B ALPES;"[{""TVS_Code"": ""CLU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cluses"", ""Alias_Libelle_Fronton"": ""Cluses"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""CLUSES (HAUTE SAVOIE) GARE""}";Cluses;Cluses;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;CLUSES (HAUTE SAVOIE) GARE;1;CLU;46.061447,6.582663
00349-1;00349;0087746313;;Saint-Pierre-en-Faucigny;74800;;;;;6.3757533;46.0593442;c;1;GARES C ALPES;;;;;;;;;;;;;;46.0593442,6.3757533
00350-1;00350;0087746305;;La Roche-sur-Foron;74800;;;;;6.303885;46.067560;b;1;GARES B ALPES;"[{""TVS_Code"": ""LRF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Roche-sur-Foron"", ""Alias_Libelle_Fronton"": ""La Roche-sur-Foron"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""LA ROCHE SUR FORON GARE""}";La Roche-sur-Foron;La Roche-sur-Foron;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;LA ROCHE SUR FORON GARE;1;LRF;46.06756,6.303885
00353-1;00353;0087746206;;Pringy;74370;;;;;6.1232736;45.9395239;c;1;GARES C ALPES;;;;;;;;;;;;;;45.9395239,6.1232736
00356-1;00356;0087746107;;Grésy-sur-Aix;73100;;;;;5.9221751;45.7245161;c;1;GARES C ALPES;"[{""TVS_Code"": ""GAX""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Grésy-sur-Aix"", ""Alias_Libelle_Fronton"": ""Grésy-sur-Aix"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""GRESY SUR AIX GARE""}";Grésy-sur-Aix;Grésy-sur-Aix;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;GRESY SUR AIX GARE;1;GAX;45.7245161,5.9221751
00363-1;00363;0087745588;;Machilly;74140;;;;;6.3282335;46.2512825;c;1;GARES C ALPES;;;;;;;;;;;;;;46.2512825,6.3282335
00365-1;00365;0087745430;;Saint-Julien-en-Genevois;74160;;;;;6.0855358;46.142044;b;1;GARES B ALPES;;;;;;;;;;;;;;46.142044,6.0855358
00370-1;00370;0087743740;;Saint-Rambert-en-Bugey;01230;;;;;5.438622;45.9473397;c;1;GARES C ALPES;"[{""TVS_Code"": ""SBB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Rambert-en-Bugey"", ""Alias_Libelle_Fronton"": ""Saint-Rambert-en-Bugey"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""SAINT RAMBERT EN BUGEY GARE""}";Saint-Rambert-en-Bugey;Saint-Rambert-en-Bugey;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;SAINT RAMBERT EN BUGEY GARE;1;SBB;45.9473397,5.438622
00373-1;00373;0087743591;2017-12-16;Molinges;39360;;;;;5.7682135;46.3570706;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;46.3570706,5.7682135
00375-1;00375;0087743526;;Bellignat;01810;;;;;5.6298849;46.2381265;c;1;GARES C ALPES;;;;;;;;;;;;;;46.2381265,5.6298849
00385-1;00385;0087742361;;Saint-Michel - Valloire;73450;;;;;6.4719135;45.216916;c;1;GARES C ALPES;;;;;;;;;;;;;;45.216916,6.4719135
00389-1;00389;0087741793;;Bourg-Saint-Maurice;73700;;;;;6.771273;45.619036;b;2;GARES B ALPES;;;;;;;;;;;;;;45.619036,6.771273
00404-1;00404;0087741421;;Aiguebelette-le-Lac;73610;;;;;5.8131468;45.5363048;c;1;GARES C ALPES;"[{""TVS_Code"": ""AGQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Aiguebelette-le-Lac"", ""Alias_Libelle_Fronton"": ""Aiguebelette-le-Lac"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""AIGUEBELETTE LE LAC GARE""}";Aiguebelette-le-Lac;Aiguebelette-le-Lac;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;AIGUEBELETTE LE LAC GARE;1;AGQ;45.5363048,5.8131468
00406-1;00406;0087741280;;Épierre - Saint-Léger;73220;;;;;6.292521;45.457027;c;1;GARES C ALPES;"[{""TVS_Code"": ""MEE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Épierre - Saint-Léger"", ""Alias_Libelle_Fronton"": ""Épierre - Saint-Léger"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""EPIERRE GARE""}";Épierre - Saint-Léger;Épierre - Saint-Léger;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;EPIERRE GARE;1;MEE;45.457027,6.292521
00407-1;00407;0087741256;;Aiguebelle;73220;;;;;6.3067175;45.5437225;c;1;GARES C ALPES;;;;;;;;;;;;;;45.5437225,6.3067175
00410-1;00410;0087741181;;Montmélian;73800;;;;;6.043289;45.503059;b;1;GARES B ALPES;"[{""TVS_Code"": ""MML""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montmélian"", ""Alias_Libelle_Fronton"": ""Montmélian"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""MONTMELIAN GARE""}";Montmélian;Montmélian;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;MONTMELIAN GARE;1;MML;45.503059,6.043289
00414-1;00414;0087741108;;Vions - Chanaz;73310;;;;;5.8072311;45.8243131;c;1;GARES C ALPES;"[{""TVS_Code"": ""VOZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vions - Chanaz"", ""Alias_Libelle_Fronton"": ""Vions - Chanaz"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""VIONS CHANAZ GARE""}";Vions - Chanaz;Vions - Chanaz;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;VIONS CHANAZ GARE;1;VOZ;45.8243131,5.8072311
00415-1;00415;0087741074;;Culoz;01350;;;;;5.778784;45.843264;b;1;GARES B ALPES;;;;;;;;;;;;;;45.843264,5.778784
00424-1;00424;0087734673;;Darsac;43270;;;;;3.7365537;45.14211;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""DAR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Darsac"", ""Alias_Libelle_Fronton"": ""Darsac"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""DARSAC GARE""}";Darsac;Darsac;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;DARSAC GARE;1;DAR;45.14211,3.7365537
00434-1;00434;0087734335;;Monistrol-d'Allier;43580;;;;;3.6500424;44.9696648;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""MNR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Monistrol-d'Allier"", ""Alias_Libelle_Fronton"": ""Monistrol-d'Allier"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""MONISTROL D ALLIER GARE""}";Monistrol-d'Allier;Monistrol-d'Allier;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;MONISTROL D ALLIER GARE;1;MNR;44.9696648,3.6500424
00439-1;00439;0087734251;;Arvant;43360;;;;;3.3106747;45.3653797;c;1;GARES C AUVERGNE;;;;;;;;;;;;;;45.3653797,3.3106747
00442-1;00442;0087734202;;Issoire;63500;;;;;3.253980;45.543884;b;1;GARES B AUVERGNE;"[{""TVS_Code"": ""ISS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Issoire"", ""Alias_Libelle_Fronton"": ""Issoire"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""ISSOIRE GARE""}";Issoire;Issoire;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;ISSOIRE GARE;1;ISS;45.543884,3.25398
